global_index,batch,batch_index,image_path,label,angle_degrees,original_source,notes
66,batch_001,66,../bee_direction_labeled_batch001_003/images/batch_001_066.jpg,head_right,2.717612,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000787\BEE24-33_000256_det27_tr0007.jpg,head likely right
67,batch_001,67,../bee_direction_labeled_batch001_003/images/batch_001_067.jpg,head_right,4.03797,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000900\BEE24-33_001245_det17_tr0006.jpg,abdomen bands to right
68,batch_001,68,../bee_direction_labeled_batch001_003/images/batch_001_068.jpg,head_right,75.493599,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000826\BEE24-33_001122_det15_tr0010.jpg,curled color crop
69,batch_001,69,../bee_direction_labeled_batch001_003/images/batch_001_069.jpg,unclear,10.001935,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\001065\BEE24-33_001845_det34_tr0010.jpg,tentative head-like side right
70,batch_001,70,../bee_direction_labeled_batch001_003/images/batch_001_070.jpg,head_left,68.192177,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\001205\BEE24-33_002359_det34_tr0000.jpg,partial/top-view color crop
71,batch_001,71,../bee_direction_labeled_batch001_003/images/batch_001_071.jpg,head_right,60.96817,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000276\BEE24-20_000005_det02_tr0003.jpg,gray crop ambiguous
72,batch_001,72,../bee_direction_labeled_batch001_003/images/batch_001_072.jpg,unclear,-0.074191,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000215\BEE24-17_000063_det00_tr0031.jpg,thin partial crop
73,batch_001,73,../bee_direction_labeled_batch001_003/images/batch_001_073.jpg,head_right,24.377468,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000470\BEE24-29_000063_det00_tr0038.jpg,abdomen bands left; head side right
74,batch_001,74,../bee_direction_labeled_batch001_003/images/batch_001_074.jpg,head_right,15.773293,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000362\BEE24-24_000027_det05_tr0021.jpg,abdomen bands left; head side right
75,batch_001,75,../bee_direction_labeled_batch001_003/images/batch_001_075.jpg,head_right,90.838295,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000117\BEE24-14_000257_det09_tr0028.jpg,gray crop ambiguous
76,batch_001,76,../bee_direction_labeled_batch001_003/images/batch_001_076.jpg,head_right,103.958717,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000106\BEE24-14_000148_det02_tr0026.jpg,head/leg-like protrusion right
77,batch_001,77,../bee_direction_labeled_batch001_003/images/batch_001_077.jpg,unclear,107.53019,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000314\BEE24-22_000014_det07_tr0006.jpg,gray crop ambiguous
78,batch_001,78,../bee_direction_labeled_batch001_003/images/batch_001_078.jpg,head_right,13.869757,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000828\BEE24-33_001042_det39_tr0001.jpg,abdomen appears right
79,batch_001,79,../bee_direction_labeled_batch001_003/images/batch_001_079.jpg,head_right,84.035927,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000880\BEE24-33_001103_det37_tr0010.jpg,head likely right
80,batch_001,80,../bee_direction_labeled_batch001_003/images/batch_001_080.jpg,head_right,-0.673151,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\001296\BEE24-33_002650_det32_tr0007.jpg,abdomen bands right
81,batch_001,81,../bee_direction_labeled_batch001_003/images/batch_001_081.jpg,head_right,8.184412,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000939\BEE24-33_001189_det40_tr0002.jpg,striped abdomen left; head side right
82,batch_001,82,../bee_direction_labeled_batch001_003/images/batch_001_082.jpg,head_left,16.145412,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000518\BEE24-33_000025_det05_tr0006.jpg,head side left; abdomen right
83,batch_001,83,../bee_direction_labeled_batch001_003/images/batch_001_083.jpg,head_left,100.591629,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000543\BEE24-33_000070_det22_tr0019.jpg,head side left; abdomen right
84,batch_001,84,../bee_direction_labeled_batch001_003/images/batch_001_084.jpg,head_left,67.454559,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000718\BEE24-33_000546_det27_tr0009.jpg,curled color crop
85,batch_001,85,../bee_direction_labeled_batch001_003/images/batch_001_085.jpg,head_left,24.102264,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\001063\BEE24-33_001841_det33_tr0007.jpg,tentative color crop
86,batch_001,86,../bee_direction_labeled_batch001_003/images/batch_001_086.jpg,head_right,86.388153,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000470\BEE24-29_000046_det00_tr0027.jpg,right end looks head/leg side
87,batch_001,87,../bee_direction_labeled_batch001_003/images/batch_001_087.jpg,head_right,84.308609,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000119\BEE24-14_000044_det16_tr0010.jpg,curled gray crop
88,batch_001,88,../bee_direction_labeled_batch001_003/images/batch_001_088.jpg,head_left,31.375118,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\001328\BEE24-33_002736_det28_tr0009.jpg,tiny color crop
89,batch_001,89,../bee_direction_labeled_batch001_003/images/batch_001_089.jpg,head_right,92.546021,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000422\BEE24-26_000073_det08_tr0008.jpg,"left side appears head-like, tentative"
90,batch_001,90,../bee_direction_labeled_batch001_003/images/batch_001_090.jpg,head_left,5.662103,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000230\BEE24-17_000074_det04_tr0017.jpg,left side appears head-like
91,batch_001,91,../bee_direction_labeled_batch001_003/images/batch_001_091.jpg,head_right,108.247597,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000585\BEE24-33_000826_det15_tr0015.jpg,tiny color crop
92,batch_001,92,../bee_direction_labeled_batch001_003/images/batch_001_092.jpg,head_left,89.16684,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000143\BEE24-14_000150_det25_tr0004.jpg,striped abdomen left; head side right
93,batch_001,93,../bee_direction_labeled_batch001_003/images/batch_001_093.jpg,head_right,-5.460819,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000608\BEE24-33_000067_det33_tr0000.jpg,tentative color crop
94,batch_001,94,../bee_direction_labeled_batch001_003/images/batch_001_094.jpg,unclear,69.010498,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000179\BEE24-15_000059_det12_tr0003.jpg,gray crop ambiguous
95,batch_001,95,../bee_direction_labeled_batch001_003/images/batch_001_095.jpg,head_right,96.956718,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000080\BEE24-10_000097_det07_tr0015.jpg,"right side likely head, tentative"
96,batch_001,96,../bee_direction_labeled_batch001_003/images/batch_001_096.jpg,head_right,2.97928,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\001403\BEE24-33_003050_det35_tr0000.jpg,tentative color crop
97,batch_001,97,../bee_direction_labeled_batch001_003/images/batch_001_097.jpg,head_right,36.119598,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000074\BEE24-10_000148_det01_tr0023.jpg,"gray crop, tentative"
98,batch_001,98,../bee_direction_labeled_batch001_003/images/batch_001_098.jpg,unclear,-17.026962,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000639\BEE24-33_000773_det40_tr0021.jpg,tentative color crop
99,batch_001,99,../bee_direction_labeled_batch001_003/images/batch_001_099.jpg,head_left,52.52681,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000138\BEE24-14_000263_det17_tr0023.jpg,abdomen bands left; head side right
100,batch_001,100,../bee_direction_labeled_batch001_003/images/batch_001_100.jpg,head_right,96.432022,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000082\BEE24-10_000024_det09_tr0004.jpg,gray top-view crop ambiguous
101,batch_002,1,../bee_direction_labeled_batch001_003/images/batch_002_001.jpg,head_right,43.248344,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\001906\BEE24-33_004243_det02_tr0017.jpg,dark compact head appears right; abdomen color/stripe mass left-center
102,batch_002,2,../bee_direction_labeled_batch001_003/images/batch_002_002.jpg,head_left,59.203053,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000497\BEE24-31_000033_det05_tr0006.jpg,gray crop; right end looks more compact/head-like
103,batch_002,3,../bee_direction_labeled_batch001_003/images/batch_002_003.jpg,head_right,94.545471,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\002204\BEE24-13_000231_det07_tr0035.jpg,gray crop; left protrusion reads more like head/legs
104,batch_002,4,../bee_direction_labeled_batch001_003/images/batch_002_004.jpg,head_left,-44.559052,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000350\BEE24-23_000064_det04_tr0012.jpg,clear abdomen stripes on right
105,batch_002,5,../bee_direction_labeled_batch001_003/images/batch_002_005.jpg,head_right,85.087074,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000057\BEE24-08_000062_det01_tr0033.jpg,weak gray crop; right protrusions look head-side
106,batch_002,6,../bee_direction_labeled_batch001_003/images/batch_002_006.jpg,unclear,0.226006,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000762\BEE24-33_000560_det41_tr0019.jpg,dark compact head appears right
107,batch_002,7,../bee_direction_labeled_batch001_003/images/batch_002_007.jpg,head_right,17.245974,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000206\BEE24-15_000193_det11_tr0009.jpg,stripe-like abdomen marks on left; head opposite
108,batch_002,8,../bee_direction_labeled_batch001_003/images/batch_002_008.jpg,head_left,125.907005,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\002186\BEE24-35_004862_det08_tr0014.jpg,striped abdomen mass on right
109,batch_002,9,../bee_direction_labeled_batch001_003/images/batch_002_009.jpg,head_right,12.868502,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000339\BEE24-23_000033_det02_tr0011.jpg,gray crop; right small end likely head
110,batch_002,10,../bee_direction_labeled_batch001_003/images/batch_002_010.jpg,unclear,-16.010128,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\002047\BEE24-35_002000_det09_tr0004.jpg,clear striped abdomen on right
111,batch_002,11,../bee_direction_labeled_batch001_003/images/batch_002_011.jpg,head_right,59.097561,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000913\BEE24-33_000413_det11_tr0011.jpg,curled color crop; darker compact end likely right
112,batch_002,12,../bee_direction_labeled_batch001_003/images/batch_002_012.jpg,head_right,63.66531,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\002137\BEE24-35_003888_det08_tr0010.jpg,"striped abdomen left, dark head/eyes right"
113,batch_002,13,../bee_direction_labeled_batch001_003/images/batch_002_013.jpg,head_left,2.958911,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000431\BEE24-27_000018_det05_tr0013.jpg,gray crop; darker bulky end likely left head
114,batch_002,14,../bee_direction_labeled_batch001_003/images/batch_002_014.jpg,head_left,-32.562077,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\001004\BEE24-33_000417_det38_tr0000.jpg,black compact feature at left; abdomen/body extends right
