sample_id,filename,split,relative_path,source_image_path,image_sha256,mask_sha256,source_dataset,foreground_pixels,foreground_ratio
000083__BEE24-10_000036_det10_tr0002,000083__BEE24-10_000036_det10_tr0002.jpg,train,000083\BEE24-10_000036_det10_tr0002.jpg,D:\personal_resources\CV_research\boxmot\output\bee_foreground_cvat_200_complete_visible_20260515_01\images\000083__BEE24-10_000036_det10_tr0002.jpg,1add8618e068d22cd00d4545aa09e109b47e158c87011f652d4e1aa14b74ba50,5780c4c6b9b34bf0cb0d25abafc88d257b6319aa588c36c2c90a2ecfc5ef5114,v1_190,2315,0.430618
000095__BEE24-11_000023_det00_tr0012,000095__BEE24-11_000023_det00_tr0012.jpg,train,000095\BEE24-11_000023_det00_tr0012.jpg,D:\personal_resources\CV_research\boxmot\output\bee_foreground_cvat_200_complete_visible_20260515_01\images\000095__BEE24-11_000023_det00_tr0012.jpg,6b4baaf340a885c6276a4ad9f418eb37cecf772bb4f1e9b24e825496c061bb30,bb3224b20b73fb59dd1d1326cf95179a3aefe08c60cf0cc89e614ed2c7d62e0c,v1_190,3360,0.533333
000112__BEE24-14_000184_det07_tr0020,000112__BEE24-14_000184_det07_tr0020.jpg,train,000112\BEE24-14_000184_det07_tr0020.jpg,D:\personal_resources\CV_research\boxmot\output\bee_foreground_cvat_200_complete_visible_20260515_01\images\000112__BEE24-14_000184_det07_tr0020.jpg,89bbfdee1b6fbd3ce73b9a4bb7889e6ae684a5c39d72911906d4422be48da366,884ebf3642edc6be4f7b2f1238b0e56901f1578e6051f77b18ccf6a1dc3aa3d4,v1_190,2858,0.470995
000121__BEE24-14_000027_det18_tr0009,000121__BEE24-14_000027_det18_tr0009.jpg,train,000121\BEE24-14_000027_det18_tr0009.jpg,D:\personal_resources\CV_research\boxmot\output\bee_foreground_cvat_200_complete_visible_20260515_01\images\000121__BEE24-14_000027_det18_tr0009.jpg,7b2a463882fcb50ee1ce16e8ab3bb8620a73dbd082b48ce745f9e1d5784dfe38,682ca789c476505220195807209ecd8599ae4d19a653115f0d792d320d8be873,v1_190,2223,0.513158
000122__BEE24-14_000096_det18_tr0010,000122__BEE24-14_000096_det18_tr0010.jpg,train,000122\BEE24-14_000096_det18_tr0010.jpg,D:\personal_resources\CV_research\boxmot\output\bee_foreground_hard_cvat_100_v4_complete_20260516\images\000122__BEE24-14_000096_det18_tr0010.jpg,d5bb803c675279ca2bd81b7cdce9175ee9200ed97b244b7328e4b6e27192adf0,dcd1d96d9293efbecc2357eb2f4132dd8e15ceb106540cec774918cec11d825c,hard75,1901,0.414342
000122__BEE24-14_000147_det16_tr0016,000122__BEE24-14_000147_det16_tr0016.jpg,train,000122\BEE24-14_000147_det16_tr0016.jpg,D:\personal_resources\CV_research\boxmot\output\bee_foreground_hard_cvat_100_v4_complete_20260516\images\000122__BEE24-14_000147_det16_tr0016.jpg,3b2db58193cce7fcc6f68b28c11c8138b1b4808b86e877c798d8eb0003bb3e5d,d9fd16ee1ec575ee432ba6811ad723117a2878124a57cbf44f6d92fc17429b6b,hard75,2233,0.511218
000122__BEE24-14_000220_det13_tr0024,000122__BEE24-14_000220_det13_tr0024.jpg,train,000122\BEE24-14_000220_det13_tr0024.jpg,D:\personal_resources\CV_research\boxmot\output\bee_foreground_hard_cvat_100_v4_complete_20260516\images\000122__BEE24-14_000220_det13_tr0024.jpg,61b29fed1d3f34bb9c7ddbc251029a51e0099ff602e39e3441d49d5fcac410bc,7c1bb4f40615f0479d3054b6fa96582841a080f11ce1bea407e26efa33ebd3f4,hard75,1908,0.452347
000123__BEE24-14_000022_det20_tr0002,000123__BEE24-14_000022_det20_tr0002.jpg,train,000123\BEE24-14_000022_det20_tr0002.jpg,D:\personal_resources\CV_research\boxmot\output\bee_foreground_hard_cvat_100_v4_complete_20260516\images\000123__BEE24-14_000022_det20_tr0002.jpg,6d5fddb24f181afc214dceb9f11f2bc4269727a994691e016b44b3e3afb46d5e,d521f03ec110bc2073f4b7548c9555d0a8049997d9645107040570dd88f584db,hard75,2273,0.631389
000123__BEE24-14_000059_det19_tr0006,000123__BEE24-14_000059_det19_tr0006.jpg,train,000123\BEE24-14_000059_det19_tr0006.jpg,D:\personal_resources\CV_research\boxmot\output\bee_foreground_hard_cvat_100_v4_complete_20260516\images\000123__BEE24-14_000059_det19_tr0006.jpg,53ff9b7b235ae301faf8f89860a64fb405134b0c08d6868967743bdeadaa9ae2,493526982bf353ab5684189ced3e8847977eeaba8cea6c28a63caadadca39f98,hard75,2215,0.450203
000123__BEE24-14_000125_det17_tr0013,000123__BEE24-14_000125_det17_tr0013.jpg,train,000123\BEE24-14_000125_det17_tr0013.jpg,D:\personal_resources\CV_research\boxmot\output\bee_foreground_hard_cvat_100_v4_complete_20260516\images\000123__BEE24-14_000125_det17_tr0013.jpg,e0bc4248d02113a224cd4099b95cb2330cad0af1e58c29117dfd6d42b1d055a9,16121c0b1e6619216a8a34f8f9d5bf6214cfd763c979d30ac0bcb2e36b9eccba,hard75,1981,0.461556
000135__BEE24-14_000117_det22_tr0000,000135__BEE24-14_000117_det22_tr0000.jpg,train,000135\BEE24-14_000117_det22_tr0000.jpg,D:\personal_resources\CV_research\boxmot\output\bee_foreground_hard_cvat_100_v4_complete_20260516\images\000135__BEE24-14_000117_det22_tr0000.jpg,f744a1aa25e7ca30e945e8819a49b98ed5a0f4e4b54c8cb88fe016e8d5a1795b,7715cadc9ee94c060c14851d7463b96259a5fac2bafe786418e08e2c0ebe244f,hard75,645,0.275641
000147__BEE24-14_000181_det23_tr0004,000147__BEE24-14_000181_det23_tr0004.jpg,train,000147\BEE24-14_000181_det23_tr0004.jpg,D:\personal_resources\CV_research\boxmot\output\bee_foreground_hard_cvat_100_v4_complete_20260516\images\000147__BEE24-14_000181_det23_tr0004.jpg,81dc93c8bd7d7742247bbae108cbe05dd3526a82b23e6a8fc7b87f4daeddb5f7,2a43b3fe144a080b1637b2f0f278918364d9429f3b2610bf2c9304307ae9fd51,hard75,983,0.230751
000183__BEE24-15_000075_det09_tr0009,000183__BEE24-15_000075_det09_tr0009.jpg,train,000183\BEE24-15_000075_det09_tr0009.jpg,D:\personal_resources\CV_research\boxmot\output\bee_foreground_cvat_200_complete_visible_20260515_01\images\000183__BEE24-15_000075_det09_tr0009.jpg,53f7c9a6780c740003d200e62666a684ab4f6c6cbb9bcb63c2a7b4dfc804983b,904d518dee5485a01547915409a081f0651feefebedcd2259c8cfeed8ed8ede2,v1_190,2080,0.488722
000208__BEE24-15_000212_det11_tr0001,000208__BEE24-15_000212_det11_tr0001.jpg,train,000208\BEE24-15_000212_det11_tr0001.jpg,D:\personal_resources\CV_research\boxmot\output\bee_foreground_hard_cvat_100_v4_complete_20260516\images\000208__BEE24-15_000212_det11_tr0001.jpg,5a01a5c9445fa22fbd4cadb91da5b076d8ffc9314e5f25e2a075bcad363a8c46,789300554c2d45d1c43bde5fe1135c78ed91626e4d8f6c4ef82248c869bb8fe6,hard75,1674,0.485217
000217__BEE24-17_000003_det02_tr0001,000217__BEE24-17_000003_det02_tr0001.jpg,train,000217\BEE24-17_000003_det02_tr0001.jpg,D:\personal_resources\CV_research\boxmot\output\bee_foreground_cvat_200_complete_visible_20260515_01\images\000217__BEE24-17_000003_det02_tr0001.jpg,31c4b08ca249ccfa5dbf90459fdbafa12898bdddebd31fd3c4d38ab87abcf68e,6c5f55f2d33e02b50807f840fe06381887d943d58265cc39093347cb4f91e514,v1_190,3107,0.571981
000225__BEE24-17_000027_det06_tr0002,000225__BEE24-17_000027_det06_tr0002.jpg,train,000225\BEE24-17_000027_det06_tr0002.jpg,D:\personal_resources\CV_research\boxmot\output\bee_foreground_cvat_200_complete_visible_20260515_01\images\000225__BEE24-17_000027_det06_tr0002.jpg,addc6d3932e1f5d22644acb4289dbe5305fe4f4c94a39ccc3958d33bd0aa8dbe,cb12c83d13841b4932a17001b5c92dcd7a4c1be33d69f1fd8a8f7f552f380a36,v1_190,2709,0.456984
000225__BEE24-17_000028_det05_tr0003,000225__BEE24-17_000028_det05_tr0003.jpg,train,000225\BEE24-17_000028_det05_tr0003.jpg,D:\personal_resources\CV_research\boxmot\output\bee_foreground_cvat_200_complete_visible_20260515_01\images\000225__BEE24-17_000028_det05_tr0003.jpg,82f464342488d7e31db712698f5078ba67862fbed00b5c76fe8c78dac782e81f,9b51be028d133c6fa612b414bbdce3c3e9123a937d288f5c11c73553b6be30e9,v1_190,3066,0.460084
000225__BEE24-17_000030_det05_tr0004,000225__BEE24-17_000030_det05_tr0004.jpg,train,000225\BEE24-17_000030_det05_tr0004.jpg,D:\personal_resources\CV_research\boxmot\output\bee_foreground_cvat_200_complete_visible_20260515_01\images\000225__BEE24-17_000030_det05_tr0004.jpg,31266b6c4aad031b1ee237210986936f4592623d42afe5c9a796dd476220e056,06627cc945294424025903ad964493408bba6c33492f7152bd31bfec121fff03,v1_190,2413,0.331638
000228__BEE24-17_000036_det08_tr0000,000228__BEE24-17_000036_det08_tr0000.jpg,train,000228\BEE24-17_000036_det08_tr0000.jpg,D:\personal_resources\CV_research\boxmot\output\bee_foreground_cvat_200_complete_visible_20260515_01\images\000228__BEE24-17_000036_det08_tr0000.jpg,c800f888592ff7a69ef0a5fcb22db113562e87e824f56206ccfa9c32db718b93,a92fe54297c8f02a90f2c6d56bd65854736159ef895a4acc0df5329fd079b17a,v1_190,2959,0.493660
000228__BEE24-17_000043_det07_tr0006,000228__BEE24-17_000043_det07_tr0006.jpg,train,000228\BEE24-17_000043_det07_tr0006.jpg,D:\personal_resources\CV_research\boxmot\output\bee_foreground_cvat_200_complete_visible_20260515_01\images\000228__BEE24-17_000043_det07_tr0006.jpg,125624d502304cdb35939b7b830f5cd629b2f6303eba4992666e845e4df63a87,f66ef1f866ae910f1add87c2f91e675e5cac765081f075a0c53f9853420c7882,v1_190,4081,0.550594
000230__BEE24-17_000066_det05_tr0010,000230__BEE24-17_000066_det05_tr0010.jpg,train,000230\BEE24-17_000066_det05_tr0010.jpg,D:\personal_resources\CV_research\boxmot\output\bee_foreground_cvat_200_complete_visible_20260515_01\images\000230__BEE24-17_000066_det05_tr0010.jpg,5c60fc4b6ac7667f4f4e0c6b2ef6dfbcaf84bc7acfd43ab31faa7d35faab7c8c,79905372c76edff7a23df1afd62f1347822d41e3b02606173c476b5653928e87,v1_190,2707,0.507309
000248__BEE24-18_000051_det08_tr0021,000248__BEE24-18_000051_det08_tr0021.jpg,train,000248\BEE24-18_000051_det08_tr0021.jpg,D:\personal_resources\CV_research\boxmot\output\bee_foreground_cvat_200_complete_visible_20260515_01\images\000248__BEE24-18_000051_det08_tr0021.jpg,40ec2c9b16512b046c7044afe4182a192bcf9a78cdfeab2c1c2f318aae958061,a9508c2a84d4455047e2044ff112134ed2a2ad9d08bd405ac22dd09e55db91ac,v1_190,3206,0.434241
000249__BEE24-18_000037_det09_tr0010,000249__BEE24-18_000037_det09_tr0010.jpg,train,000249\BEE24-18_000037_det09_tr0010.jpg,D:\personal_resources\CV_research\boxmot\output\bee_foreground_cvat_200_complete_visible_20260515_01\images\000249__BEE24-18_000037_det09_tr0010.jpg,042b22af52ab839bea74bb949f0f2d1010a4d22160dd6ea29a1624fc05037586,958111f194620f30e791d95e9aec0f3a80376185ec195cf0c5e1f229e4166960,v1_190,5130,0.479439
000257__BEE24-19_000041_det00_tr0022,000257__BEE24-19_000041_det00_tr0022.jpg,train,000257\BEE24-19_000041_det00_tr0022.jpg,D:\personal_resources\CV_research\boxmot\output\bee_foreground_cvat_200_complete_visible_20260515_01\images\000257__BEE24-19_000041_det00_tr0022.jpg,eecc939aa90754cec36f13cc6158b1a7c640a2d21801e233ef252f67ee31f0e9,fa72d8a32c3253db9d0b0006d6c940283341d0404e4bd318d936dc013e7829ee,v1_190,2842,0.564785
000259__BEE24-19_000011_det02_tr0008,000259__BEE24-19_000011_det02_tr0008.jpg,train,000259\BEE24-19_000011_det02_tr0008.jpg,D:\personal_resources\CV_research\boxmot\output\bee_foreground_cvat_200_complete_visible_20260515_01\images\000259__BEE24-19_000011_det02_tr0008.jpg,bb2283d56f53bae6c171f7a8f68384cef4f4535419bc2ac79100bc323ec68737,0c7e98f0dfa637c9cb92b52bfa9f1e9f8fc47e6f4be6b915ba84c12d23e37d81,v1_190,3132,0.460588
000262__BEE24-19_000026_det04_tr0021,000262__BEE24-19_000026_det04_tr0021.jpg,train,000262\BEE24-19_000026_det04_tr0021.jpg,D:\personal_resources\CV_research\boxmot\output\bee_foreground_cvat_200_complete_visible_20260515_01\images\000262__BEE24-19_000026_det04_tr0021.jpg,b495ddc18548f7e0238d0499d5be37f09eda0fd0e7fb5c8b9d732527d0a12420,615e1ccee09db47e39317c0daf916bf4e7a62b19a76f3c618bde75c45a66c41e,v1_190,3596,0.611565
000266__BEE24-19_000057_det02_tr0026,000266__BEE24-19_000057_det02_tr0026.jpg,train,000266\BEE24-19_000057_det02_tr0026.jpg,D:\personal_resources\CV_research\boxmot\output\bee_foreground_cvat_200_complete_visible_20260515_01\images\000266__BEE24-19_000057_det02_tr0026.jpg,219b9cf3fac183dc203bd2a1a5f540c1a81de0b2bd2bff7beb9a33d3871fa7c7,cfe13a311cfb86d79905ce883e30d87cb2b08189e7341127713e13a6dda02a86,v1_190,3519,0.404483
000266__BEE24-19_000073_det01_tr0039,000266__BEE24-19_000073_det01_tr0039.jpg,train,000266\BEE24-19_000073_det01_tr0039.jpg,D:\personal_resources\CV_research\boxmot\output\bee_foreground_cvat_200_complete_visible_20260515_01\images\000266__BEE24-19_000073_det01_tr0039.jpg,a07486fc7a7aa13bc31bc4bd904ba22d9c82837ebf6563727f5728f489fdf6c6,8cd1765dfaf3ccf77c3c96c039fc42d468b890d1ec2ff6c08a9006086c0666b4,v1_190,2490,0.491803
000269__BEE24-19_000050_det04_tr0008,000269__BEE24-19_000050_det04_tr0008.jpg,train,000269\BEE24-19_000050_det04_tr0008.jpg,D:\personal_resources\CV_research\boxmot\output\bee_foreground_cvat_200_complete_visible_20260515_01\images\000269__BEE24-19_000050_det04_tr0008.jpg,1d98c37e0434cfe344bee88e09260b33908e7fcff079908f5feaa866f0147c81,bba58a431d2f905ee11be501fec9db79e622b72c2545a2d64b6d310dd3cb2a32,v1_190,3083,0.653178
000277__BEE24-20_000020_det02_tr0015,000277__BEE24-20_000020_det02_tr0015.jpg,train,000277\BEE24-20_000020_det02_tr0015.jpg,D:\personal_resources\CV_research\boxmot\output\bee_foreground_cvat_200_complete_visible_20260515_01\images\000277__BEE24-20_000020_det02_tr0015.jpg,50427b275503a68e09980b31b5f353693a4c32c65580465ef8a25737f947ae01,9df7e78b7bebe99379661c47efbde74b61b867e02cab8afd3f1d12360d9f2e16,v1_190,3496,0.607894
000281__BEE24-20_000011_det06_tr0005,000281__BEE24-20_000011_det06_tr0005.jpg,train,000281\BEE24-20_000011_det06_tr0005.jpg,D:\personal_resources\CV_research\boxmot\output\bee_foreground_cvat_200_complete_visible_20260515_01\images\000281__BEE24-20_000011_det06_tr0005.jpg,d5a1df28df4c00fdaf5ce977e3862f8003c1a123f791745e9f813c0283c37d35,792e92cbe683fddd78575113a7fb27ce5017072386ebb7e3e77e8240d125d254,v1_190,2685,0.591931
000282__BEE24-20_000016_det07_tr0005,000282__BEE24-20_000016_det07_tr0005.jpg,train,000282\BEE24-20_000016_det07_tr0005.jpg,D:\personal_resources\CV_research\boxmot\output\bee_foreground_cvat_200_complete_visible_20260515_01\images\000282__BEE24-20_000016_det07_tr0005.jpg,d63bb791c89c67b8d69b8a7e21434ba7a9297115397bc47df16ccfc2738569cc,d102f43a389cdfe40d8c1966d44104f6a0cfc66f16a25b44931e1127ff25df06,v1_190,2951,0.462902
000284__BEE24-20_000039_det06_tr0010,000284__BEE24-20_000039_det06_tr0010.jpg,train,000284\BEE24-20_000039_det06_tr0010.jpg,D:\personal_resources\CV_research\boxmot\output\bee_foreground_cvat_200_complete_visible_20260515_01\images\000284__BEE24-20_000039_det06_tr0010.jpg,bdd554b0e4692fa1f7d730bae0400e9c12c6eba9d40727e5ac252f4ed5b523fa,94f43af50930d918e4a0cbdf0e8097aef5da799ef764ee8e557edf8154b4ab14,v1_190,4486,0.457288
000291__BEE24-21_000050_det00_tr0026,000291__BEE24-21_000050_det00_tr0026.jpg,train,000291\BEE24-21_000050_det00_tr0026.jpg,D:\personal_resources\CV_research\boxmot\output\bee_foreground_cvat_200_complete_visible_20260515_01\images\000291__BEE24-21_000050_det00_tr0026.jpg,b318cb1abbc35240613e0a40c75a332389dcb632c38d3add715c1907e61c299b,a1202a65371d10e72d57e3b10d910ce484fcfbcfce87c5248cb3b0b7184a700a,v1_190,2586,0.536960
000296__BEE24-21_000022_det04_tr0011,000296__BEE24-21_000022_det04_tr0011.jpg,train,000296\BEE24-21_000022_det04_tr0011.jpg,D:\personal_resources\CV_research\boxmot\output\bee_foreground_cvat_200_complete_visible_20260515_01\images\000296__BEE24-21_000022_det04_tr0011.jpg,2620460a69cfd562877c7a8194589c6b307c6a6be9a62ae6cc1dd36016cbf137,0821b7882bfa89eaf45a07d25e447cea39810db8006c30e68b4e3902835b96f0,v1_190,3320,0.520050
000297__BEE24-21_000020_det06_tr0009,000297__BEE24-21_000020_det06_tr0009.jpg,train,000297\BEE24-21_000020_det06_tr0009.jpg,D:\personal_resources\CV_research\boxmot\output\bee_foreground_cvat_200_complete_visible_20260515_01\images\000297__BEE24-21_000020_det06_tr0009.jpg,92e75b4709f2c2bb2b9b3ba0d34b12bcd4a6e749d77c2d5dc9b8f03dc1fc1ab6,3b527ba5e890630a85a5f2c0cbac4fa51e20fc5e7f5b8d28831edee5eef8a844,v1_190,2469,0.445346
000301__BEE24-21_000047_det07_tr0004,000301__BEE24-21_000047_det07_tr0004.jpg,train,000301\BEE24-21_000047_det07_tr0004.jpg,D:\personal_resources\CV_research\boxmot\output\bee_foreground_cvat_200_complete_visible_20260515_01\images\000301__BEE24-21_000047_det07_tr0004.jpg,907b68fe2cc9a9d83763a83e4c25157cee7ba0e012a826c849a33168edcde2a5,16d830d83353a7d33a4c3521c5163ce1a9f7b293ddc91a42409c88d20c2bb60a,v1_190,2956,0.437408
000301__BEE24-21_000048_det07_tr0005,000301__BEE24-21_000048_det07_tr0005.jpg,train,000301\BEE24-21_000048_det07_tr0005.jpg,D:\personal_resources\CV_research\boxmot\output\bee_foreground_cvat_200_complete_visible_20260515_01\images\000301__BEE24-21_000048_det07_tr0005.jpg,b0454790bdda815c2285272d75dbbd7a1572c02698f46d0099ffaa4cf8382290,47094cb4dbc7da61cdd1d1a964c34e1342d5469a0f9d03e879a072b9c867d1ae,v1_190,2859,0.483266
000301__BEE24-21_000071_det04_tr0024,000301__BEE24-21_000071_det04_tr0024.jpg,train,000301\BEE24-21_000071_det04_tr0024.jpg,D:\personal_resources\CV_research\boxmot\output\bee_foreground_cvat_200_complete_visible_20260515_01\images\000301__BEE24-21_000071_det04_tr0024.jpg,44cda404f12e7148c7de33f8d03a169dd5b62af9e267609dac7e3bb37113d0c7,8030a422fbf6acbbde13a342fcd8c75f47ac8b240dab07aa21656d3e9aac115f,v1_190,2415,0.500000
000302__BEE24-21_000048_det08_tr0005,000302__BEE24-21_000048_det08_tr0005.jpg,train,000302\BEE24-21_000048_det08_tr0005.jpg,D:\personal_resources\CV_research\boxmot\output\bee_foreground_cvat_200_complete_visible_20260515_01\images\000302__BEE24-21_000048_det08_tr0005.jpg,c0c0c47d1da214167279078a1b867acf7e0ec634b44b7b2d7834ed455da85094,9ff0f94e84195063143a8dd1d9aa69b84b944b0e436ac11f81d8967aaa89e363,v1_190,3220,0.407286
000316__BEE24-22_000016_det09_tr0000,000316__BEE24-22_000016_det09_tr0000.jpg,train,000316\BEE24-22_000016_det09_tr0000.jpg,D:\personal_resources\CV_research\boxmot\output\bee_foreground_cvat_200_complete_visible_20260515_01\images\000316__BEE24-22_000016_det09_tr0000.jpg,dcd54f98bebceef65540e2f76c2a6cdcc7214715453837618bc7213c8ba2f569,f91ba1150ab57555198dc0cf082c7b34b177e86f2945f552a350a6a9c977aadf,v1_190,2805,0.505952
000317__BEE24-22_000022_det10_tr0005,000317__BEE24-22_000022_det10_tr0005.jpg,train,000317\BEE24-22_000022_det10_tr0005.jpg,D:\personal_resources\CV_research\boxmot\output\bee_foreground_hard_cvat_100_v4_complete_20260516\images\000317__BEE24-22_000022_det10_tr0005.jpg,05f96d382db6a6fcca51dec70a85fb15e8e515ee58516e6d726d4bd360e35d17,db17b6322e49c07ca31edf1081cc249e34914698461e8e8e7adb5874375e7f8a,hard75,1284,0.422646
000338__BEE24-23_000022_det03_tr0008,000338__BEE24-23_000022_det03_tr0008.jpg,train,000338\BEE24-23_000022_det03_tr0008.jpg,D:\personal_resources\CV_research\boxmot\output\bee_foreground_cvat_200_complete_visible_20260515_01\images\000338__BEE24-23_000022_det03_tr0008.jpg,02f617676811e84ac6142da3223441bcbdfdffe9cbdba75520ccf1414a5c78fb,89a96f218ac3d921e47ff4facda5ae2cb49f47c6bbdea1b17dafcfe0b1114272,v1_190,3745,0.614035
000343__BEE24-23_000040_det03_tr0016,000343__BEE24-23_000040_det03_tr0016.jpg,train,000343\BEE24-23_000040_det03_tr0016.jpg,D:\personal_resources\CV_research\boxmot\output\bee_foreground_cvat_200_complete_visible_20260515_01\images\000343__BEE24-23_000040_det03_tr0016.jpg,33a9513e17325ed3aa3280ccfa413761c60c956cd185bc885a4016211bb5c4d1,43f91a12d8edf9ed9fc0ffc4e49bbdf22994559056946a7d311930d479b9cd69,v1_190,3496,0.524610
000348__BEE24-23_000039_det12_tr0004,000348__BEE24-23_000039_det12_tr0004.jpg,train,000348\BEE24-23_000039_det12_tr0004.jpg,D:\personal_resources\CV_research\boxmot\output\bee_foreground_hard_cvat_100_v4_complete_20260516\images\000348__BEE24-23_000039_det12_tr0004.jpg,f33c077b7563bef2d6e5f7b461f52a01d2be284686be1b041236d2364549c1f6,396146158801d77fb472bc62f3ba3c8ffe4a3e651201c271cd3a35c5109f41d8,hard75,2745,0.470034
000350__BEE24-23_000060_det04_tr0009,000350__BEE24-23_000060_det04_tr0009.jpg,train,000350\BEE24-23_000060_det04_tr0009.jpg,D:\personal_resources\CV_research\boxmot\output\bee_foreground_cvat_200_complete_visible_20260515_01\images\000350__BEE24-23_000060_det04_tr0009.jpg,0c6f627636990c4c5957909a6e7ebd1a872667f4f1ac5fb13005174b608df743,72ec712eaf45282bd68376ea387f2d154d05240dd46ad82b6d1dac4e48dafbe0,v1_190,4166,0.442815
