global_index,batch,batch_index,image_path,label,angle_degrees,original_source,notes
321,batch_004,21,images/batch_004_021.jpg,head_left,75.499825,/root/autodl-tmp/bee_track/deep_sort_pytorch/deep_sort/deep/data/train_20260501_sam_mask_soft_v2/001981/BEE24-35_000161_det09_tr0008.jpg,auto_high_conf_binary_resnet_clear; confidence=0.998363; left_prob=0.998363; right_prob=0.001637; quality=0.918600; mean_gray=97.58; std_gray=47.91; mean_sat=99.97; area=0.2829
322,batch_004,22,images/batch_004_022.jpg,head_left,45.557568,/root/autodl-tmp/bee_track/deep_sort_pytorch/deep_sort/deep/data/train_20260501_sam_mask_soft_v2/002039/BEE24-35_001910_det07_tr0007.jpg,auto_high_conf_binary_resnet_clear; confidence=0.985345; left_prob=0.985345; right_prob=0.014655; quality=0.932282; mean_gray=93.13; std_gray=47.86; mean_sat=79.14; area=0.2441
323,batch_004,23,images/batch_004_023.jpg,head_left,46.785973,/root/autodl-tmp/bee_track/deep_sort_pytorch/deep_sort/deep/data/train_20260501_sam_mask_soft_v2/002005/BEE24-35_001070_det11_tr0010.jpg,auto_high_conf_binary_resnet_clear; confidence=0.975470; left_prob=0.975470; right_prob=0.024530; quality=0.944124; mean_gray=109.88; std_gray=54.05; mean_sat=108.19; area=0.2856
324,batch_004,24,images/batch_004_024.jpg,head_left,42.004368,/root/autodl-tmp/bee_track/deep_sort_pytorch/deep_sort/deep/data/train_20260501_sam_mask_soft_v2/002135/BEE24-35_003778_det12_tr0005.jpg,auto_high_conf_binary_resnet_clear; confidence=0.957913; left_prob=0.957913; right_prob=0.042087; quality=0.963834; mean_gray=125.40; std_gray=58.12; mean_sat=111.38; area=0.2730
325,batch_004,25,images/batch_004_025.jpg,head_left,96.835632,/root/autodl-tmp/bee_track/deep_sort_pytorch/deep_sort/deep/data/train_20260501_sam_mask_soft_v2/001989/BEE24-35_000726_det10_tr0001.jpg,auto_high_conf_binary_resnet_clear; confidence=0.989293; left_prob=0.989293; right_prob=0.010707; quality=0.925329; mean_gray=107.79; std_gray=49.06; mean_sat=102.39; area=0.3065
326,batch_004,26,images/batch_004_026.jpg,head_left,80.550713,/root/autodl-tmp/bee_track/deep_sort_pytorch/deep_sort/deep/data/train_20260501_sam_mask_soft_v2/001974/BEE24-35_000208_det10_tr0010.jpg,auto_high_conf_binary_resnet_clear; confidence=0.975902; left_prob=0.975902; right_prob=0.024098; quality=0.940923; mean_gray=131.72; std_gray=54.05; mean_sat=91.05; area=0.3066
327,batch_004,27,images/batch_004_027.jpg,head_left,106.401497,/root/autodl-tmp/bee_track/deep_sort_pytorch/deep_sort/deep/data/train_20260501_sam_mask_soft_v2/002093/BEE24-35_003144_det07_tr0021.jpg,auto_high_conf_binary_resnet_clear; confidence=0.996982; left_prob=0.996982; right_prob=0.003018; quality=0.912664; mean_gray=109.28; std_gray=49.12; mean_sat=72.76; area=0.2967
328,batch_004,28,images/batch_004_028.jpg,head_left,63.457767,/root/autodl-tmp/bee_track/deep_sort_pytorch/deep_sort/deep/data/train_20260501_sam_mask_soft_v2/002077/BEE24-35_002695_det07_tr0005.jpg,auto_high_conf_binary_resnet_clear; confidence=0.948158; left_prob=0.948158; right_prob=0.051842; quality=0.967730; mean_gray=106.05; std_gray=51.34; mean_sat=91.09; area=0.2388
329,batch_004,29,images/batch_004_029.jpg,head_left,96.352730,/root/autodl-tmp/bee_track/deep_sort_pytorch/deep_sort/deep/data/train_20260501_sam_mask_soft_v2/002099/BEE24-35_003176_det10_tr0017.jpg,auto_high_conf_binary_resnet_clear; confidence=0.990242; left_prob=0.990242; right_prob=0.009758; quality=0.915211; mean_gray=140.26; std_gray=54.11; mean_sat=70.21; area=0.2995
330,batch_004,30,images/batch_004_030.jpg,head_left,82.205452,/root/autodl-tmp/bee_track/deep_sort_pytorch/deep_sort/deep/data/train_20260501_sam_mask_soft_v2/002136/BEE24-35_003809_det10_tr0005.jpg,auto_high_conf_binary_resnet_clear; confidence=0.980496; left_prob=0.980496; right_prob=0.019504; quality=0.925423; mean_gray=113.59; std_gray=49.04; mean_sat=93.14; area=0.3249
331,batch_004,31,images/batch_004_031.jpg,head_left,98.194817,/root/autodl-tmp/bee_track/deep_sort_pytorch/deep_sort/deep/data/train_20260501_sam_mask_soft_v2/002090/BEE24-35_002937_det08_tr0005.jpg,auto_high_conf_binary_resnet_clear; confidence=0.982240; left_prob=0.982240; right_prob=0.017760; quality=0.918556; mean_gray=117.39; std_gray=55.87; mean_sat=92.46; area=0.3395
332,batch_004,32,images/batch_004_032.jpg,head_left,42.407196,/root/autodl-tmp/bee_track/deep_sort_pytorch/deep_sort/deep/data/train_20260501_sam_mask_soft_v2/002193/BEE24-35_004977_det11_tr0005.jpg,auto_high_conf_binary_resnet_clear; confidence=0.964214; left_prob=0.964214; right_prob=0.035786; quality=0.939272; mean_gray=103.03; std_gray=46.37; mean_sat=92.42; area=0.2535
333,batch_004,33,images/batch_004_033.jpg,head_left,72.833237,/root/autodl-tmp/bee_track/deep_sort_pytorch/deep_sort/deep/data/train_20260501_sam_mask_soft_v2/002102/BEE24-35_003189_det10_tr0002.jpg,auto_high_conf_binary_resnet_clear; confidence=0.991914; left_prob=0.991914; right_prob=0.008086; quality=0.905399; mean_gray=125.95; std_gray=47.54; mean_sat=69.80; area=0.3071
334,batch_004,34,images/batch_004_034.jpg,head_left,-13.635115,/root/autodl-tmp/bee_track/deep_sort_pytorch/deep_sort/deep/data/train_20260501_sam_mask_soft_v2/001995/BEE24-35_000845_det08_tr0001.jpg,auto_high_conf_binary_resnet_clear; confidence=0.956735; left_prob=0.956735; right_prob=0.043265; quality=0.948346; mean_gray=112.48; std_gray=50.11; mean_sat=75.64; area=0.2677
335,batch_004,35,images/batch_004_035.jpg,head_left,87.169586,/root/autodl-tmp/bee_track/deep_sort_pytorch/deep_sort/deep/data/train_20260501_sam_mask_soft_v2/001994/BEE24-35_000824_det09_tr0005.jpg,auto_high_conf_binary_resnet_clear; confidence=0.996731; left_prob=0.996731; right_prob=0.003269; quality=0.899146; mean_gray=95.78; std_gray=46.59; mean_sat=125.77; area=0.2916
336,batch_004,36,images/batch_004_036.jpg,head_left,57.625389,/root/autodl-tmp/bee_track/deep_sort_pytorch/deep_sort/deep/data/train_20260501_sam_mask_soft_v2/002067/BEE24-35_002455_det09_tr0016.jpg,auto_high_conf_binary_resnet_clear; confidence=0.979071; left_prob=0.979071; right_prob=0.020929; quality=0.917630; mean_gray=99.95; std_gray=47.71; mean_sat=108.09; area=0.2897
337,batch_004,37,images/batch_004_037.jpg,head_left,68.571014,/root/autodl-tmp/bee_track/deep_sort_pytorch/deep_sort/deep/data/train_20260501_sam_mask_soft_v2/002151/BEE24-35_004099_det11_tr0009.jpg,auto_high_conf_binary_resnet_clear; confidence=0.948710; left_prob=0.948710; right_prob=0.051290; quality=0.952768; mean_gray=107.61; std_gray=45.61; mean_sat=86.36; area=0.2401
338,batch_004,38,images/batch_004_038.jpg,head_left,99.774910,/root/autodl-tmp/bee_track/deep_sort_pytorch/deep_sort/deep/data/train_20260501_sam_mask_soft_v2/001990/BEE24-35_000732_det10_tr0005.jpg,auto_high_conf_binary_resnet_clear; confidence=0.962713; left_prob=0.962713; right_prob=0.037287; quality=0.935626; mean_gray=100.43; std_gray=47.77; mean_sat=105.48; area=0.2655
339,batch_004,39,images/batch_004_039.jpg,head_left,-16.750341,/root/autodl-tmp/bee_track/deep_sort_pytorch/deep_sort/deep/data/train_20260501_sam_mask_soft_v2/002150/BEE24-35_004092_det11_tr0010.jpg,auto_high_conf_binary_resnet_clear; confidence=0.998314; left_prob=0.998314; right_prob=0.001686; quality=0.891369; mean_gray=94.79; std_gray=45.10; mean_sat=90.14; area=0.2839
340,batch_004,40,images/batch_004_040.jpg,head_left,103.830132,/root/autodl-tmp/bee_track/deep_sort_pytorch/deep_sort/deep/data/train_20260501_sam_mask_soft_v2/001964/BEE24-35_002586_det00_tr0012.jpg,auto_high_conf_binary_resnet_clear; confidence=0.981592; left_prob=0.981592; right_prob=0.018408; quality=0.911790; mean_gray=98.55; std_gray=47.49; mean_sat=97.67; area=0.2915
341,batch_004,41,images/batch_004_041.jpg,head_left,104.005058,/root/autodl-tmp/bee_track/deep_sort_pytorch/deep_sort/deep/data/train_20260501_sam_mask_soft_v2/001969/BEE24-35_000184_det05_tr0002.jpg,auto_high_conf_binary_resnet_clear; confidence=0.940056; left_prob=0.940056; right_prob=0.059944; quality=0.961781; mean_gray=111.36; std_gray=50.71; mean_sat=91.09; area=0.2645
342,batch_004,42,images/batch_004_042.jpg,head_left,75.924217,/root/autodl-tmp/bee_track/deep_sort_pytorch/deep_sort/deep/data/train_20260501_sam_mask_soft_v2/002122/BEE24-35_003541_det09_tr0006.jpg,auto_high_conf_binary_resnet_clear; confidence=0.953560; left_prob=0.953560; right_prob=0.046440; quality=0.943639; mean_gray=114.51; std_gray=48.88; mean_sat=90.41; area=0.3011
343,batch_004,43,images/batch_004_043.jpg,head_left,42.171986,/root/autodl-tmp/bee_track/deep_sort_pytorch/deep_sort/deep/data/train_20260501_sam_mask_soft_v2/002120/BEE24-35_003470_det09_tr0010.jpg,auto_high_conf_binary_resnet_clear; confidence=0.993636; left_prob=0.993636; right_prob=0.006364; quality=0.893752; mean_gray=91.10; std_gray=53.98; mean_sat=112.76; area=0.2996
344,batch_004,44,images/batch_004_044.jpg,head_left,80.002251,/root/autodl-tmp/bee_track/deep_sort_pytorch/deep_sort/deep/data/train_20260501_sam_mask_soft_v2/002192/BEE24-35_004983_det09_tr0019.jpg,auto_high_conf_binary_resnet_clear; confidence=0.995331; left_prob=0.995331; right_prob=0.004669; quality=0.889486; mean_gray=116.63; std_gray=49.49; mean_sat=64.23; area=0.3098
345,batch_004,45,images/batch_004_045.jpg,head_left,68.983238,/root/autodl-tmp/bee_track/deep_sort_pytorch/deep_sort/deep/data/train_20260501_sam_mask_soft_v2/002156/BEE24-35_004141_det10_tr0003.jpg,auto_high_conf_binary_resnet_clear; confidence=0.983405; left_prob=0.983405; right_prob=0.016595; quality=0.903241; mean_gray=83.79; std_gray=50.01; mean_sat=98.85; area=0.2624
346,batch_004,46,images/batch_004_046.jpg,head_left,127.303528,/root/autodl-tmp/bee_track/deep_sort_pytorch/deep_sort/deep/data/train_20260501_sam_mask_soft_v2/002162/BEE24-35_004248_det08_tr0006.jpg,auto_high_conf_binary_resnet_clear; confidence=0.989009; left_prob=0.989009; right_prob=0.010991; quality=0.895756; mean_gray=104.73; std_gray=46.04; mean_sat=105.60; area=0.3192
347,batch_004,47,images/batch_004_047.jpg,head_left,53.003242,/root/autodl-tmp/bee_track/deep_sort_pytorch/deep_sort/deep/data/train_20260501_sam_mask_soft_v2/002157/BEE24-35_004160_det09_tr0004.jpg,auto_high_conf_binary_resnet_clear; confidence=0.991004; left_prob=0.991004; right_prob=0.008996; quality=0.891783; mean_gray=85.79; std_gray=51.98; mean_sat=84.67; area=0.2856
348,batch_004,48,images/batch_004_048.jpg,head_left,21.110802,/root/autodl-tmp/bee_track/deep_sort_pytorch/deep_sort/deep/data/train_20260501_sam_mask_soft_v2/002017/BEE24-35_001484_det08_tr0017.jpg,auto_high_conf_binary_resnet_clear; confidence=0.982466; left_prob=0.982466; right_prob=0.017534; quality=0.901903; mean_gray=105.71; std_gray=51.88; mean_sat=82.57; area=0.3343
349,batch_004,49,images/batch_004_049.jpg,head_left,99.636948,/root/autodl-tmp/bee_track/deep_sort_pytorch/deep_sort/deep/data/train_20260501_sam_mask_soft_v2/002013/BEE24-35_001198_det12_tr0001.jpg,auto_high_conf_binary_resnet_clear; confidence=0.970329; left_prob=0.970329; right_prob=0.029671; quality=0.916388; mean_gray=105.17; std_gray=45.37; mean_sat=99.50; area=0.2831
350,batch_004,50,images/batch_004_050.jpg,head_left,56.848713,/root/autodl-tmp/bee_track/deep_sort_pytorch/deep_sort/deep/data/train_20260501_sam_mask_soft_v2/002126/BEE24-35_003669_det10_tr0002.jpg,auto_high_conf_binary_resnet_clear; confidence=0.987345; left_prob=0.987345; right_prob=0.012655; quality=0.895084; mean_gray=85.43; std_gray=55.52; mean_sat=99.17; area=0.2796
351,batch_004,51,images/batch_004_051.jpg,head_left,84.318779,/root/autodl-tmp/bee_track/deep_sort_pytorch/deep_sort/deep/data/train_20260501_sam_mask_soft_v2/001973/BEE24-35_000013_det09_tr0002.jpg,auto_high_conf_binary_resnet_clear; confidence=0.989694; left_prob=0.989694; right_prob=0.010306; quality=0.892027; mean_gray=93.09; std_gray=48.81; mean_sat=119.45; area=0.3085
352,batch_004,52,images/batch_004_052.jpg,head_left,57.186272,/root/autodl-tmp/bee_track/deep_sort_pytorch/deep_sort/deep/data/train_20260501_sam_mask_soft_v2/002053/BEE24-35_002127_det08_tr0003.jpg,auto_high_conf_binary_resnet_clear; confidence=0.940253; left_prob=0.940253; right_prob=0.059747; quality=0.952116; mean_gray=118.15; std_gray=51.42; mean_sat=77.11; area=0.2770
353,batch_004,53,images/batch_004_053.jpg,head_left,5.625298,/root/autodl-tmp/bee_track/deep_sort_pytorch/deep_sort/deep/data/train_20260501_sam_mask_soft_v2/002007/BEE24-35_001086_det12_tr0009.jpg,auto_high_conf_binary_resnet_clear; confidence=0.953116; left_prob=0.953116; right_prob=0.046884; quality=0.933961; mean_gray=122.51; std_gray=48.27; mean_sat=84.69; area=0.3169
354,batch_004,54,images/batch_004_054.jpg,head_left,34.001591,/root/autodl-tmp/bee_track/deep_sort_pytorch/deep_sort/deep/data/train_20260501_sam_mask_soft_v2/001986/BEE24-35_000585_det08_tr0010.jpg,auto_high_conf_binary_resnet_clear; confidence=0.990382; left_prob=0.990382; right_prob=0.009618; quality=0.887996; mean_gray=92.93; std_gray=43.38; mean_sat=90.55; area=0.2645
355,batch_004,55,images/batch_004_055.jpg,head_left,63.947124,/root/autodl-tmp/bee_track/deep_sort_pytorch/deep_sort/deep/data/train_20260501_sam_mask_soft_v2/002130/BEE24-35_003723_det10_tr0009.jpg,auto_high_conf_binary_resnet_clear; confidence=0.969854; left_prob=0.969854; right_prob=0.030146; quality=0.911873; mean_gray=112.83; std_gray=51.98; mean_sat=75.66; area=0.3224
356,batch_004,56,images/batch_004_056.jpg,head_left,55.596504,/root/autodl-tmp/bee_track/deep_sort_pytorch/deep_sort/deep/data/train_20260501_sam_mask_soft_v2/002001/BEE24-35_000949_det11_tr0003.jpg,auto_high_conf_binary_resnet_clear; confidence=0.992168; left_prob=0.992168; right_prob=0.007832; quality=0.884115; mean_gray=83.36; std_gray=50.59; mean_sat=80.01; area=0.2891
357,batch_004,57,images/batch_004_057.jpg,head_left,29.321064,/root/autodl-tmp/bee_track/deep_sort_pytorch/deep_sort/deep/data/train_20260501_sam_mask_soft_v2/002076/BEE24-35_002682_det08_tr0002.jpg,auto_high_conf_binary_resnet_clear; confidence=0.957985; left_prob=0.957985; right_prob=0.042015; quality=0.923695; mean_gray=109.69; std_gray=50.15; mean_sat=96.76; area=0.3150
358,batch_004,58,images/batch_004_058.jpg,head_left,-21.410118,/root/autodl-tmp/bee_track/deep_sort_pytorch/deep_sort/deep/data/train_20260501_sam_mask_soft_v2/002035/BEE24-35_001828_det08_tr0020.jpg,auto_high_conf_binary_resnet_clear; confidence=0.974849; left_prob=0.974849; right_prob=0.025151; quality=0.900974; mean_gray=103.05; std_gray=41.82; mean_sat=112.18; area=0.2611
359,batch_004,59,images/batch_004_059.jpg,head_left,96.677544,/root/autodl-tmp/bee_track/deep_sort_pytorch/deep_sort/deep/data/train_20260501_sam_mask_soft_v2/002073/BEE24-35_002612_det07_tr0011.jpg,auto_high_conf_binary_resnet_clear; confidence=0.982033; left_prob=0.982033; right_prob=0.017967; quality=0.891248; mean_gray=107.43; std_gray=47.22; mean_sat=76.39; area=0.3304
360,batch_004,60,images/batch_004_060.jpg,head_left,27.587339,/root/autodl-tmp/bee_track/deep_sort_pytorch/deep_sort/deep/data/train_20260501_sam_mask_soft_v2/002034/BEE24-35_001651_det10_tr0011.jpg,auto_high_conf_binary_resnet_clear; confidence=0.913995; left_prob=0.913995; right_prob=0.086005; quality=0.974224; mean_gray=119.37; std_gray=58.33; mean_sat=87.39; area=0.2578
361,batch_004,61,images/batch_004_061.jpg,head_left,50.614883,/root/autodl-tmp/bee_track/deep_sort_pytorch/deep_sort/deep/data/train_20260501_sam_mask_soft_v2/002110/BEE24-35_003286_det10_tr0003.jpg,auto_high_conf_binary_resnet_clear; confidence=0.992836; left_prob=0.992836; right_prob=0.007164; quality=0.874503; mean_gray=73.78; std_gray=48.44; mean_sat=97.25; area=0.2726
362,batch_004,62,images/batch_004_062.jpg,head_left,85.446808,/root/autodl-tmp/bee_track/deep_sort_pytorch/deep_sort/deep/data/train_20260501_sam_mask_soft_v2/002045/BEE24-35_001983_det09_tr0006.jpg,auto_high_conf_binary_resnet_clear; confidence=0.957974; left_prob=0.957974; right_prob=0.042026; quality=0.913973; mean_gray=105.68; std_gray=48.94; mean_sat=84.20; area=0.3164
363,batch_004,63,images/batch_004_063.jpg,head_left,-4.607503,/root/autodl-tmp/bee_track/deep_sort_pytorch/deep_sort/deep/data/train_20260501_sam_mask_soft_v2/001715/BEE24-33_001703_det07_tr0010.jpg,auto_high_conf_binary_resnet_clear; confidence=0.986813; left_prob=0.986813; right_prob=0.013187; quality=0.877930; mean_gray=100.35; std_gray=46.73; mean_sat=124.75; area=0.3387
364,batch_004,64,images/batch_004_064.jpg,head_right,47.963745,/root/autodl-tmp/bee_track/deep_sort_pytorch/deep_sort/deep/data/train_20260501_sam_mask_soft_v2/002141/BEE24-35_003966_det09_tr0003.jpg,auto_high_conf_binary_resnet_clear; confidence=0.996286; left_prob=0.996286; right_prob=0.003714; quality=0.863145; mean_gray=88.10; std_gray=47.23; mean_sat=116.80; area=0.3267; corrected_by_user=label_flipped_from_head_left_to_head_right
365,batch_004,65,images/batch_004_065.jpg,head_left,82.465469,/root/autodl-tmp/bee_track/deep_sort_pytorch/deep_sort/deep/data/train_20260501_sam_mask_soft_v2/002101/BEE24-35_003190_det09_tr0005.jpg,auto_high_conf_binary_resnet_clear; confidence=0.966561; left_prob=0.966561; right_prob=0.033439; quality=0.899395; mean_gray=95.32; std_gray=46.42; mean_sat=102.10; area=0.2880
366,batch_004,66,images/batch_004_066.jpg,head_left,70.896255,/root/autodl-tmp/bee_track/deep_sort_pytorch/deep_sort/deep/data/train_20260501_sam_mask_soft_v2/002142/BEE24-35_004002_det08_tr0003.jpg,auto_high_conf_binary_resnet_clear; confidence=0.976484; left_prob=0.976484; right_prob=0.023515; quality=0.885334; mean_gray=97.18; std_gray=45.79; mean_sat=90.05; area=0.3078
367,batch_004,67,images/batch_004_067.jpg,head_left,42.551357,/root/autodl-tmp/bee_track/deep_sort_pytorch/deep_sort/deep/data/train_20260501_sam_mask_soft_v2/002113/BEE24-35_003388_det09_tr0007.jpg,auto_high_conf_binary_resnet_clear; confidence=0.971078; left_prob=0.971078; right_prob=0.028921; quality=0.890824; mean_gray=88.95; std_gray=47.98; mean_sat=81.65; area=0.2969
368,batch_004,68,images/batch_004_068.jpg,head_left,13.009527,/root/autodl-tmp/bee_track/deep_sort_pytorch/deep_sort/deep/data/train_20260501_sam_mask_soft_v2/002138/BEE24-35_003892_det09_tr0011.jpg,auto_high_conf_binary_resnet_clear; confidence=0.973989; left_prob=0.973989; right_prob=0.026011; quality=0.886961; mean_gray=135.80; std_gray=56.01; mean_sat=62.80; area=0.3069
