global_index,batch,batch_index,image_path,label,angle_degrees,original_source,notes
43,batch_001,43,images/batch_001_043.jpg,head_right,-2.650409,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000472\BEE24-29_000017_det02_tr0008.jpg,head/antenna-like detail right
44,batch_001,44,images/batch_001_044.jpg,head_left,80.236351,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000053\BEE24-07_000066_det07_tr0021.jpg,abdomen bands to right
45,batch_001,45,images/batch_001_045.jpg,unclear,94.441383,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000354\BEE24-23_000063_det09_tr0001.jpg,gray crop ambiguous
46,batch_001,46,images/batch_001_046.jpg,unclear,67.874641,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000460\BEE24-28_000009_det11_tr0006.jpg,"left side appears head-like, tentative"
47,batch_001,47,images/batch_001_047.jpg,head_right,71.556702,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000161\BEE24-15_000083_det01_tr0013.jpg,gray crop ambiguous
48,batch_001,48,images/batch_001_048.jpg,head_right,99.73024,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000473\BEE24-29_000022_det03_tr0017.jpg,partial gray crop
49,batch_001,49,images/batch_001_049.jpg,head_left,89.091377,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000442\BEE24-27_000033_det12_tr0002.jpg,"right side likely head/leg side, tentative"
50,batch_001,50,images/batch_001_050.jpg,head_left,69.593941,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000745\BEE24-33_000568_det29_tr0020.jpg,abdomen bands to right
51,batch_001,51,images/batch_001_051.jpg,head_left,88.590317,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000242\BEE24-18_000073_det05_tr0039.jpg,long gray crop ambiguous
52,batch_001,52,images/batch_001_052.jpg,head_left,86.779037,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000636\BEE24-33_000488_det32_tr0009.jpg,dark head side left; striped abdomen right
53,batch_001,53,images/batch_001_053.jpg,unclear,86.141556,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000135\BEE24-14_000223_det17_tr0017.jpg,gray crop ambiguous
54,batch_001,54,images/batch_001_054.jpg,unclear,1.773307,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000642\BEE24-33_000108_det32_tr0001.jpg,head-like side right
55,batch_001,55,images/batch_001_055.jpg,unclear,-10.496195,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000044\BEE24-07_000037_det01_tr0019.jpg,"pointed side right, tentative"
56,batch_001,56,images/batch_001_056.jpg,head_right,64.387962,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000085\BEE24-10_000055_det11_tr0011.jpg,gray crop ambiguous
57,batch_001,57,images/batch_001_057.jpg,unclear,115.553734,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000806\BEE24-33_001047_det28_tr0017.jpg,curled color crop
58,batch_001,58,images/batch_001_058.jpg,unclear,-18.872723,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000777\BEE24-33_000997_det25_tr0012.jpg,tentative color crop
59,batch_001,59,images/batch_001_059.jpg,head_left,90.157799,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000100\BEE24-11_000025_det04_tr0001.jpg,abdomen bands to right
60,batch_001,60,images/batch_001_060.jpg,head_left,96.810196,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\001352\BEE24-33_002916_det19_tr0013.jpg,abdomen bands to right
61,batch_001,61,images/batch_001_061.jpg,unclear,131.488098,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000953\BEE24-33_001337_det24_tr0007.jpg,curled color crop
62,batch_001,62,images/batch_001_062.jpg,head_left,66.708519,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\001354\BEE24-33_002831_det32_tr0006.jpg,"head likely right, tentative"
63,batch_001,63,images/batch_001_063.jpg,head_left,-12.392941,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\001048\BEE24-33_001938_det12_tr0018.jpg,small crop ambiguous
64,batch_001,64,images/batch_001_064.jpg,head_left,102.092361,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000990\BEE24-33_001475_det17_tr0013.jpg,abdomen bands right
65,batch_001,65,images/batch_001_065.jpg,head_left,14.100863,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000371\BEE24-24_000050_det07_tr0021.jpg,"left side appears head-like, tentative"
66,batch_001,66,images/batch_001_066.jpg,head_right,2.717612,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000787\BEE24-33_000256_det27_tr0007.jpg,head likely right
67,batch_001,67,images/batch_001_067.jpg,head_right,4.03797,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000900\BEE24-33_001245_det17_tr0006.jpg,abdomen bands to right
68,batch_001,68,images/batch_001_068.jpg,head_right,75.493599,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000826\BEE24-33_001122_det15_tr0010.jpg,curled color crop
69,batch_001,69,images/batch_001_069.jpg,unclear,10.001935,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\001065\BEE24-33_001845_det34_tr0010.jpg,tentative head-like side right
70,batch_001,70,images/batch_001_070.jpg,head_left,68.192177,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\001205\BEE24-33_002359_det34_tr0000.jpg,partial/top-view color crop
71,batch_001,71,images/batch_001_071.jpg,head_right,60.96817,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000276\BEE24-20_000005_det02_tr0003.jpg,gray crop ambiguous
72,batch_001,72,images/batch_001_072.jpg,unclear,-0.074191,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000215\BEE24-17_000063_det00_tr0031.jpg,thin partial crop
73,batch_001,73,images/batch_001_073.jpg,head_right,24.377468,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000470\BEE24-29_000063_det00_tr0038.jpg,abdomen bands left; head side right
74,batch_001,74,images/batch_001_074.jpg,head_right,15.773293,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000362\BEE24-24_000027_det05_tr0021.jpg,abdomen bands left; head side right
75,batch_001,75,images/batch_001_075.jpg,head_right,90.838295,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000117\BEE24-14_000257_det09_tr0028.jpg,gray crop ambiguous
76,batch_001,76,images/batch_001_076.jpg,head_right,103.958717,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000106\BEE24-14_000148_det02_tr0026.jpg,head/leg-like protrusion right
77,batch_001,77,images/batch_001_077.jpg,unclear,107.53019,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000314\BEE24-22_000014_det07_tr0006.jpg,gray crop ambiguous
78,batch_001,78,images/batch_001_078.jpg,head_right,13.869757,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000828\BEE24-33_001042_det39_tr0001.jpg,abdomen appears right
79,batch_001,79,images/batch_001_079.jpg,head_right,84.035927,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000880\BEE24-33_001103_det37_tr0010.jpg,head likely right
80,batch_001,80,images/batch_001_080.jpg,head_right,-0.673151,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\001296\BEE24-33_002650_det32_tr0007.jpg,abdomen bands right
81,batch_001,81,images/batch_001_081.jpg,head_right,8.184412,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000939\BEE24-33_001189_det40_tr0002.jpg,striped abdomen left; head side right
82,batch_001,82,images/batch_001_082.jpg,head_left,16.145412,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000518\BEE24-33_000025_det05_tr0006.jpg,head side left; abdomen right
83,batch_001,83,images/batch_001_083.jpg,head_left,100.591629,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000543\BEE24-33_000070_det22_tr0019.jpg,head side left; abdomen right
84,batch_001,84,images/batch_001_084.jpg,head_left,67.454559,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000718\BEE24-33_000546_det27_tr0009.jpg,curled color crop
85,batch_001,85,images/batch_001_085.jpg,head_left,24.102264,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\001063\BEE24-33_001841_det33_tr0007.jpg,tentative color crop
86,batch_001,86,images/batch_001_086.jpg,head_right,86.388153,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000470\BEE24-29_000046_det00_tr0027.jpg,right end looks head/leg side
87,batch_001,87,images/batch_001_087.jpg,head_right,84.308609,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000119\BEE24-14_000044_det16_tr0010.jpg,curled gray crop
88,batch_001,88,images/batch_001_088.jpg,head_left,31.375118,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\001328\BEE24-33_002736_det28_tr0009.jpg,tiny color crop
89,batch_001,89,images/batch_001_089.jpg,head_right,92.546021,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000422\BEE24-26_000073_det08_tr0008.jpg,"left side appears head-like, tentative"
90,batch_001,90,images/batch_001_090.jpg,head_left,5.662103,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000230\BEE24-17_000074_det04_tr0017.jpg,left side appears head-like
91,batch_001,91,images/batch_001_091.jpg,head_right,108.247597,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000585\BEE24-33_000826_det15_tr0015.jpg,tiny color crop
92,batch_001,92,images/batch_001_092.jpg,head_left,89.16684,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000143\BEE24-14_000150_det25_tr0004.jpg,striped abdomen left; head side right
93,batch_001,93,images/batch_001_093.jpg,head_right,-5.460819,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000608\BEE24-33_000067_det33_tr0000.jpg,tentative color crop
94,batch_001,94,images/batch_001_094.jpg,unclear,69.010498,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000179\BEE24-15_000059_det12_tr0003.jpg,gray crop ambiguous
95,batch_001,95,images/batch_001_095.jpg,head_right,96.956718,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000080\BEE24-10_000097_det07_tr0015.jpg,"right side likely head, tentative"
96,batch_001,96,images/batch_001_096.jpg,head_right,2.97928,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\001403\BEE24-33_003050_det35_tr0000.jpg,tentative color crop
97,batch_001,97,images/batch_001_097.jpg,head_right,36.119598,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000074\BEE24-10_000148_det01_tr0023.jpg,"gray crop, tentative"
98,batch_001,98,images/batch_001_098.jpg,unclear,-17.026962,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000639\BEE24-33_000773_det40_tr0021.jpg,tentative color crop
99,batch_001,99,images/batch_001_099.jpg,head_left,52.52681,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000138\BEE24-14_000263_det17_tr0023.jpg,abdomen bands left; head side right
100,batch_001,100,images/batch_001_100.jpg,head_right,96.432022,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000082\BEE24-10_000024_det09_tr0004.jpg,gray top-view crop ambiguous
101,batch_002,1,images/batch_002_001.jpg,head_right,43.248344,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\001906\BEE24-33_004243_det02_tr0017.jpg,dark compact head appears right; abdomen color/stripe mass left-center
102,batch_002,2,images/batch_002_002.jpg,head_left,59.203053,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000497\BEE24-31_000033_det05_tr0006.jpg,gray crop; right end looks more compact/head-like
103,batch_002,3,images/batch_002_003.jpg,head_right,94.545471,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\002204\BEE24-13_000231_det07_tr0035.jpg,gray crop; left protrusion reads more like head/legs
104,batch_002,4,images/batch_002_004.jpg,head_left,-44.559052,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000350\BEE24-23_000064_det04_tr0012.jpg,clear abdomen stripes on right
105,batch_002,5,images/batch_002_005.jpg,head_right,85.087074,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000057\BEE24-08_000062_det01_tr0033.jpg,weak gray crop; right protrusions look head-side
106,batch_002,6,images/batch_002_006.jpg,unclear,0.226006,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000762\BEE24-33_000560_det41_tr0019.jpg,dark compact head appears right
107,batch_002,7,images/batch_002_007.jpg,head_right,17.245974,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000206\BEE24-15_000193_det11_tr0009.jpg,stripe-like abdomen marks on left; head opposite
108,batch_002,8,images/batch_002_008.jpg,head_left,125.907005,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\002186\BEE24-35_004862_det08_tr0014.jpg,striped abdomen mass on right
109,batch_002,9,images/batch_002_009.jpg,head_right,12.868502,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000339\BEE24-23_000033_det02_tr0011.jpg,gray crop; right small end likely head
110,batch_002,10,images/batch_002_010.jpg,unclear,-16.010128,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\002047\BEE24-35_002000_det09_tr0004.jpg,clear striped abdomen on right
111,batch_002,11,images/batch_002_011.jpg,head_right,59.097561,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000913\BEE24-33_000413_det11_tr0011.jpg,curled color crop; darker compact end likely right
112,batch_002,12,images/batch_002_012.jpg,head_right,63.66531,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\002137\BEE24-35_003888_det08_tr0010.jpg,"striped abdomen left, dark head/eyes right"
113,batch_002,13,images/batch_002_013.jpg,head_left,2.958911,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000431\BEE24-27_000018_det05_tr0013.jpg,gray crop; darker bulky end likely left head
114,batch_002,14,images/batch_002_014.jpg,head_left,-32.562077,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\001004\BEE24-33_000417_det38_tr0000.jpg,black compact feature at left; abdomen/body extends right
115,batch_002,15,images/batch_002_015.jpg,head_right,-22.007284,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000041\BEE24-06_000002_det07_tr0000.jpg,stripe-like abdomen marks on left; head opposite
116,batch_002,16,images/batch_002_016.jpg,head_right,95.628143,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000812\BEE24-33_000334_det16_tr0017.jpg,dark circular head-like feature on right
117,batch_002,17,images/batch_002_017.jpg,head_right,112.423218,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000012\BEE24-02_000011_det01_tr0005.jpg,gray crop; right compact end likely head
118,batch_002,18,images/batch_002_018.jpg,head_right,115.403946,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\001437\BEE24-33_003346_det26_tr0016.jpg,striped abdomen visible toward left; head opposite
119,batch_002,19,images/batch_002_019.jpg,head_left,100.223145,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\002202\BEE24-13_000179_det05_tr0027.jpg,gray crop; left small protrusion likely head
120,batch_002,20,images/batch_002_020.jpg,head_right,14.679443,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000550\BEE24-33_000043_det17_tr0014.jpg,striped abdomen left; head/eyes right
121,batch_002,21,images/batch_002_021.jpg,head_right,89.55999,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\001970\BEE24-35_001292_det05_tr0012.jpg,clear stripes left and dark head right
122,batch_002,22,images/batch_002_022.jpg,head_right,11.402257,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000862\BEE24-33_000414_det09_tr0014.jpg,dark compact head at right
123,batch_002,23,images/batch_002_023.jpg,head_right,20.714735,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000526\BEE24-33_000010_det11_tr0000.jpg,striped abdomen left; head opposite
124,batch_002,24,images/batch_002_024.jpg,head_right,17.408796,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\001760\BEE24-33_004947_det26_tr0018.jpg,abdomen striping/darker abdomen left; head side right
125,batch_002,25,images/batch_002_025.jpg,head_left,-3.219321,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\001376\BEE24-33_002994_det27_tr0006.jpg,clear dark head left and striped abdomen right
126,batch_002,26,images/batch_002_026.jpg,unclear,3.234599,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000579\BEE24-33_000053_det34_tr0017.jpg,blue artifact; visible body suggests head to right
127,batch_002,27,images/batch_002_027.jpg,head_right,122.659073,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000504\BEE24-32_000010_det01_tr0006.jpg,small gray crop; left side more head-like
128,batch_002,28,images/batch_002_028.jpg,head_left,-8.913281,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\001926\BEE24-33_003874_det26_tr0010.jpg,curled crop; darker compact region toward right
129,batch_002,29,images/batch_002_029.jpg,head_left,78.814796,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000506\BEE24-32_000067_det01_tr0035.jpg,gray crop; left dark end likely head
130,batch_002,30,images/batch_002_030.jpg,head_right,64.363525,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000175\BEE24-15_000030_det11_tr0003.jpg,gray crop; right rounded compact end likely head
131,batch_002,31,images/batch_002_031.jpg,head_left,99.551186,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\001335\BEE24-33_002743_det33_tr0004.jpg,dark loop/head feature on left; abdomen extends right
132,batch_002,32,images/batch_002_032.jpg,head_left,-5.872707,D:\personal_resources\CV_research\AutoDL\train_20260501_sam_mask_soft_v2\000066\BEE24-09_000067_det02_tr0035.jpg,gray crop; tapered left end more head-like
